Disposition,Orbital Period,Transit Epoch,Impact Parameter,Transit Duration,Transit Depth,Planetary Radius,Equilibrium Temperature,Transit Signal-to-Noise,Stellar Effective Temperature,Stellar Surface Gravity,Stellar Radius,Right Ascension,Declination,Kepler-band
FALSE POSITIVE,2.62,131.86,0.49,7.3,410000,70.62,1403,5312.7,6233,4.47,0.99,293.28,40.16,15.77
FALSE POSITIVE,399.5,368.42,0.08,5.35,139,1.39,286,6.9,6224,4.32,1.18,285.86,38.82,12.8
FALSE POSITIVE,117.68,157.42,0.45,2.22,135,1.52,459,5.3,6362,4.25,1.28,289.81,38.32,13.04
FALSE POSITIVE,3.45,131.71,0.51,4.7,88200,75.11,2010,6581.3,6562,3.82,2.43,289.96,39.81,13.2
FALSE POSITIVE,0.57,131.83,0.39,3.64,64,0.89,2432,22.6,6100,4.36,1.09,291.2,42.69,14.9
FALSE POSITIVE,7.12,137.16,0.98,4.11,108000,41.17,819,1483.2,5578,4.6,0.75,295,42.69,15.76
FALSE POSITIVE,14.67,139.57,0.58,3.66,337000,67.17,712,1143.6,5385,4.37,1,291.71,42.8,15.21
FALSE POSITIVE,0.57,131.8,0.16,1.63,89.7,0.55,1344,27,4208,4.66,0.58,292.96,42.8,12.66
FALSE POSITIVE,0.73,131.93,0.97,2.74,99100,51.42,2106,429.7,6108,4.47,1,296.19,50.13,13.47
FALSE POSITIVE,1.76,132.06,0.12,2.4,51.6,0.58,1366,9.6,5696,4.57,0.81,295.95,50.21,14.53
FALSE POSITIVE,60.3,161.85,0.6,14.26,316000,63.57,481,1215.8,5995,4.43,0.98,293.48,50.35,15.68
FALSE POSITIVE,2.52,132.86,0.23,4.24,418000,56.59,1241,1495.4,5605,4.49,0.85,286.43,50.42,13.23
FALSE POSITIVE,0.89,131.82,1.08,2.24,75600,46.75,1724,398.1,5561,4.51,0.86,295.14,38.6,13.82
FALSE POSITIVE,73.89,159.9,0.27,9.49,214000,39.18,392,3902.3,5442,4.47,0.84,293.68,39.76,15.33
FALSE POSITIVE,9.46,133.67,0.79,8.42,115000,178.47,1972,1876.9,7221,3.49,4.24,288.93,39.81,11.55
FALSE POSITIVE,1.24,131.99,0.68,4.71,64.6,0.92,1866,13,6249,4.43,1.08,295.86,39.97,15.01
FALSE POSITIVE,32,136.49,1.23,4.31,17100,180.25,960,711.4,5260,3.46,4.06,297.28,45.95,13.4
FALSE POSITIVE,14.2,135.75,0.77,5.99,215000,85.76,907,1408.6,5864,4.14,1.41,282.67,46.16,13.14
FALSE POSITIVE,3.71,132.65,0.47,1.03,53.9,0.95,1406,7,6302,4.3,1.26,295.61,46.19,13.79
FALSE POSITIVE,2.18,132.03,0.01,1.99,128,0.92,1174,11.2,5101,4.51,0.84,287.98,46.29,15.46
CONFIRMED,16.18,132.33,0.08,5.18,449,2.25,754,6,5929,4.41,1.07,297.48,48.42,14.47
FALSE POSITIVE,61.42,161.24,0.57,3.77,338000,41.01,326,850.4,4867,4.69,0.61,295.87,39.15,14.95
FALSE POSITIVE,3.72,134.65,0.52,8.55,37.8,0.52,1104,14.7,5898,4.57,0.82,291.96,41.58,13.95
FALSE POSITIVE,1.54,131.99,0.11,1.63,57.6,0.58,1312,14.8,5160,4.52,0.78,286.95,38.96,13.33
FALSE POSITIVE,588.11,289.55,0.32,15.47,327,1.77,231,11,6214,4.46,0.97,290.47,41.63,14.51
FALSE POSITIVE,39.59,141.07,0,2.31,157,1.22,546,5.7,6046,4.49,0.97,293.25,41.66,13.8
FALSE POSITIVE,214.72,275.5,0.98,34.15,5210,71.79,602,161.3,5022,3.06,5.83,287.77,42.32,12.39
FALSE POSITIVE,1.29,131.87,0.87,1.11,137,1.27,1646,5.9,5650,4.39,0.93,294.44,40.06,14.26
FALSE POSITIVE,6.81,135.55,0.92,1.95,14600,31.15,1156,32.9,5182,3.94,1.82,287.33,41.51,14.04
FALSE POSITIVE,12.43,141.55,0.89,31.5,8710,79.21,1547,190.8,4849,3.06,6.95,297.67,40.58,12.7
FALSE POSITIVE,5.55,135.16,0.17,4.77,142000,31.71,930,1517.7,5433,4.47,0.84,292.63,42.18,12.38
FALSE POSITIVE,31.97,261.77,0.94,4.9,2240,5.88,626,44.8,6340,4.46,1.01,291.5,45.38,15.25
FALSE POSITIVE,0.57,131.8,0.37,1.74,29.5,0.62,2557,19.2,6398,4.36,1.11,292.8,42.99,11.66
FALSE POSITIVE,0.95,131.89,0.69,1.68,151,1.12,1665,13.8,5576,4.56,0.85,296.94,42.95,15.8
FALSE POSITIVE,3.26,134.6,1.26,2.64,1640,79.23,2057,202,6712,3.86,2.36,294.84,43.02,13.06
FALSE POSITIVE,4.61,133.99,0.39,8.73,379000,48.72,1007,2624.6,5938,4.61,0.76,288.37,43.29,15.32
FALSE POSITIVE,2.63,132.22,0.29,13.68,517000,83.5,1551,1694.6,6315,4.29,1.11,294.39,50.72,14.19
FALSE POSITIVE,37.88,138.13,0.76,10.6,222000,46.42,503,1157.6,5985,4.6,0.76,291.11,51.06,13.27
FALSE POSITIVE,1.26,132.2,1.21,1.74,15900,134.45,2548,60.8,5273,3.62,3.15,295.33,51.14,13.57
FALSE POSITIVE,2.75,131.56,1.04,5.24,72600,42.98,1171,180,5461,4.5,0.86,296.38,51.21,15.31
FALSE POSITIVE,3.69,133.61,0.92,2.25,28300,20.88,1148,173.2,5968,4.53,0.88,294.9,40.17,15.29
FALSE POSITIVE,5.58,133.55,1.32,3.39,118000,90.32,1108,1268.7,6188,4.43,1.02,290.14,40.32,15.47
FALSE POSITIVE,26.95,150.92,1.04,8.27,86700,146.33,1082,1451.7,6675,3.75,2.75,293.83,40.03,11.96
FALSE POSITIVE,611.09,134.31,0.22,15.22,270,1.53,215,12.2,6032,4.51,0.93,298.17,40.01,13.6
FALSE POSITIVE,5.46,134.27,1.3,3.26,4180,36.25,1024,82.6,5929,4.48,0.89,295.45,40.18,13.27
FALSE POSITIVE,1.04,131.62,0.98,1.07,744,12.6,3320,182.9,6429,3.62,3.14,284.12,40.24,13.03
FALSE POSITIVE,11.57,137.34,0.46,5.97,416000,45.65,628,2341.5,5290,4.67,0.65,297.74,46.36,15.22
FALSE POSITIVE,7.52,138.09,0.93,2.62,187,1.23,685,10.1,4867,4.63,0.7,287.93,46.58,15.52
FALSE POSITIVE,3.5,133.32,1.05,8.29,88600,200.24,2689,977.2,7624,3.62,3.68,299.59,46.77,10.86
FALSE POSITIVE,7.1,135.37,0.78,3.69,233000,50.23,813,1959.2,5481,4.59,0.78,288.62,46.8,15.14
FALSE POSITIVE,25.95,155.02,0.66,12.17,355,1.04,409,13.1,4835,4.76,0.53,293.69,39.02,15.74
FALSE POSITIVE,117.84,229.87,0.46,1.95,1040,2.52,308,6.6,5317,4.6,0.77,288.97,45.73,15.84
FALSE POSITIVE,559.28,228.3,0.31,4.25,1360,2.54,150,6.7,4386,4.59,0.71,298.51,44.5,15.67
FALSE POSITIVE,171.7,221.35,0.23,2.9,878,39.78,878,7.7,5033,2.65,13.68,297.3,45.88,13.32
FALSE POSITIVE,142.69,175.97,0.11,3.79,1200,2.76,319,9.3,5767,4.57,0.8,296.48,39.13,15.48
FALSE POSITIVE,4.08,131.7,0.24,2.83,1130,2.92,1044,43.1,5619,4.54,0.87,296.38,48.05,15.49
FALSE POSITIVE,297.11,309.15,0.03,4.53,275,5.37,509,10.1,6626,3.68,3.21,282.72,41.52,9.67
FALSE POSITIVE,4.44,134.75,0.35,2.12,182,1.15,1026,9.6,5659,4.51,0.84,297.02,43.48,15.74
FALSE POSITIVE,11.03,136.97,0.35,8.28,278000,75.47,1028,4680.2,6271,4.2,1.39,298.86,43.54,12.96
FALSE POSITIVE,15.33,134.92,1.2,6.07,17700,291.01,1472,117,4830,2.99,6.78,290.19,43.72,12.67
FALSE POSITIVE,17.03,145.54,1.05,4.24,77800,73.8,836,1947.8,5575,4.07,1.42,299.82,43.76,14.46
FALSE POSITIVE,1.49,132,0.46,5.51,418000,115.45,2328,2309.2,6962,4.15,1.62,284.62,43.97,13.99
FALSE POSITIVE,0.93,132.45,0.06,3.44,18.6,0.36,1893,14.3,6302,4.54,0.82,292.72,47.47,13.09
FALSE POSITIVE,677.36,234.63,0.84,9.7,322,7.12,388,11.2,6335,3.59,3.52,291.77,49.08,10.81
CONFIRMED,3.88,134.85,0.03,2.31,58.6,0.68,1081,14.2,5713,4.54,0.89,280.21,43.77,12.75
FALSE POSITIVE,9.52,134.8,0.31,10.49,198000,151,1390,1942.5,5180,3.43,3.37,288.92,39.8,15.15
FALSE POSITIVE,4.33,134.73,0.31,3.73,200000,38.82,1051,1234.3,5655,4.47,0.85,285.09,40.53,12.61
FALSE POSITIVE,12.42,141.88,0.57,13.55,33.9,0.86,1107,6.7,7225,4.28,1.41,297.59,40.51,13.09
FALSE POSITIVE,53.22,138.58,0.25,17.73,72900,55.22,655,4563.5,5653,3.91,2.06,290.15,40.9,13.61
FALSE POSITIVE,1.56,132.54,0.65,5.45,280000,94.2,2234,419.9,7002,4.19,1.49,293.56,41.4,14.09
FALSE POSITIVE,21.14,138.39,0.97,5.18,74000,41.68,672,3830.9,6079,4.5,0.95,289.48,40.29,14.08
FALSE POSITIVE,0.72,131.98,0.64,4.33,70,1.95,3927,1.7,8497,4.07,2.21,287.89,40.39,12.05
FALSE POSITIVE,21.54,144.15,0.91,5.32,144000,53,674,2642.2,6136,4.49,0.93,295.3,40.66,14.29
FALSE POSITIVE,1.21,132.64,0.7,6.88,20,0.97,2847,24.3,7331,4.04,2.04,298.2,47.06,12.32
FALSE POSITIVE,1.01,132.41,1.18,1.64,35000,31.98,1392,79.8,5110,4.62,0.65,283.01,47.24,15.86
FALSE POSITIVE,0.69,131.65,1.02,5.23,1900,5.91,1460,3.4,4892,4.67,0.59,297.59,47.35,14.35
FALSE POSITIVE,0.68,131.8,1.22,1.69,20500,37.5,1919,997,5813,4.57,0.82,294.59,41.91,15.55
FALSE POSITIVE,533.66,375.23,0.11,12.81,534,1.92,205,7.8,5695,4.56,0.84,280.46,43.14,14.93
FALSE POSITIVE,472.23,363.71,0.88,4.87,156000,48.18,217,584.6,5763,4.56,0.84,288.74,43.35,15.91
FALSE POSITIVE,392.73,371.41,0.45,12.48,500,1.85,226,12,5701,4.56,0.82,286.11,44.66,15.03
FALSE POSITIVE,66.25,162.27,0.28,4.04,666,16.67,925,8.3,5214,3.11,6.52,290.86,43.48,13.23
FALSE POSITIVE,2.03,131.69,1.25,1.55,3860,31.12,1352,126.1,5544,4.44,0.88,294.45,43.5,15.48
FALSE POSITIVE,4.59,133.14,0.27,4.96,87400,52.18,1678,5784.8,7201,4.14,1.72,291.26,41.75,12.93
FALSE POSITIVE,4.77,133.86,0.81,0.99,348,1.84,1010,4,5491,4.43,0.89,296.21,49.47,14.19
FALSE POSITIVE,10.4,138.18,1.3,23.85,1060,51.47,1104,272.8,6428,4.14,1.44,295.92,43.28,13.27
FALSE POSITIVE,10.86,141.66,1.19,37.68,188,19.93,802,25.4,5896,4.52,0.91,290.59,43.97,15.43
FALSE POSITIVE,0.5,131.78,0.33,0.17,43,2.99,3550,8,6157,3.83,2.31,299.48,43.92,11.63
FALSE POSITIVE,593.2,333.73,0.62,25.65,227,1.63,234,7.1,6103,4.39,1.03,289.19,44.01,14.73
FALSE POSITIVE,1.31,131.78,1.24,2.22,13900,29.17,1298,531.5,5112,4.6,0.67,291.27,44.2,14.93
FALSE POSITIVE,1.76,132.3,0.29,5.19,57.3,1.53,2860,26.1,8784,4.16,1.97,296.23,39.56,13.51
FALSE POSITIVE,0.59,132.1,0.08,0.81,91.4,0.86,2103,14.9,5926,4.53,0.89,286.45,42.01,14.97
FALSE POSITIVE,0.57,131.83,0.98,5.19,115,1.5,2411,33.3,6319,4.45,1.03,291.01,42.55,15.32
FALSE POSITIVE,0.57,131.65,0.95,5.72,31.4,21.63,7584,79.8,3789,1.55,27.38,291.03,42.65,10.63
FALSE POSITIVE,439.11,222.74,0.78,26.23,69800,24.7,221,884.9,5810,4.57,0.81,295.02,43.96,15.86
FALSE POSITIVE,10.82,139.79,0.22,4.73,45400,32.48,1086,4313.4,6269,4.11,1.51,293.84,42.12,12.96
FALSE POSITIVE,0.57,131.82,0.33,4.1,46.7,0.77,2289,12.5,5576,4.3,1.13,291.25,42.63,14.53
FALSE POSITIVE,6.49,132.07,0.8,3.47,195000,33.46,621,1680,4448,4.68,0.56,294.11,42.62,15.51
FALSE POSITIVE,2.99,134.18,0.5,7.56,124000,40.11,1486,1280.3,6596,4.4,1.09,298.57,40.68,13.28
FALSE POSITIVE,0.76,131.8,0.46,2.73,70,0.91,2121,15.9,6090,4.45,1.07,290.49,40.72,15.26
FALSE POSITIVE,0.94,131.83,0.07,2.13,39.1,1.13,2667,8.2,6534,4.07,1.8,292.22,40.89,13.91
FALSE POSITIVE,1.14,132.34,1.18,9.25,223,126.77,4370,63.4,6715,3.21,5.97,297.13,40.92,13.41
FALSE POSITIVE,1.21,131.99,1.26,1.85,4760,26.71,1286,181.3,4963,4.63,0.7,295.11,41.07,15.35
FALSE POSITIVE,5.2,132.57,1.03,6.79,91300,81.49,1416,4262.1,6248,4.05,1.53,291.6,39.23,13.96
FALSE POSITIVE,0.56,132.03,0.68,3.5,14.2,0.58,2978,12.8,6609,4.17,1.46,295.17,40.29,9.81
FALSE POSITIVE,14.31,138.22,0,8.9,21600,34.98,1144,4262.9,5750,3.7,2.38,292.08,41.92,13.25
FALSE POSITIVE,0.58,131.73,0.29,1.82,64.2,0.75,2191,16.9,5989,4.49,0.93,282.16,43.69,14.57
FALSE POSITIVE,2.53,132.09,1.28,21.79,368,41.44,1543,24.2,5780,4.18,1.3,295.6,46.52,12.29
CONFIRMED,23.62,146.96,0.37,6.85,57,1.07,797,11.4,6144,4.15,1.39,285.7,44.42,13.34
CONFIRMED,31.83,134.6,0.79,1.64,520,4.98,668,16.4,4774,3.84,1.95,289.82,51.9,14.41
FALSE POSITIVE,3.5,132.08,0.08,3.8,60.9,0.66,1081,9.6,5582,4.55,0.85,293.66,38.96,14.25
FALSE POSITIVE,0.75,131.82,0.46,1.71,38.8,0.48,1603,13.4,5151,4.6,0.76,293.83,48.34,12.31
FALSE POSITIVE,0.38,131.61,0.24,1.56,594,1.59,1643,20.2,4331,4.62,0.67,289.88,46.32,14.79
FALSE POSITIVE,321.01,301.1,0.66,13.01,307,3.7,351,11.1,5258,3.77,2,283.69,43.37,13.64
FALSE POSITIVE,0.76,131.96,1.09,2.64,60300,60.74,2359,385.4,6038,4.21,1.21,300.57,44.03,13.44
FALSE POSITIVE,0.59,132.07,0.5,5.56,25.4,1.55,4952,51.1,8596,3.79,2.97,299.2,44.14,11.55
FALSE POSITIVE,183.84,149.37,0.96,13.09,1050,51.64,852,15.7,4959,2.57,11.96,292.32,47.26,13.99
FALSE POSITIVE,452.65,495.32,0.65,19.87,175,2.41,345,17,6664,4.08,1.73,289.64,47.35,12.57
FALSE POSITIVE,234.66,166.03,0.03,7.63,244,1.68,328,5,6306,4.43,1.08,294.64,47.34,14.79
FALSE POSITIVE,351.2,184.93,0.78,22.41,1260,3.57,258,21.3,5845,4.44,0.92,292.76,47.43,15.51
FALSE POSITIVE,8.46,133.77,1.06,4.73,76400,36.62,804,1797.4,5951,4.64,0.7,291.04,36.73,14.81
FALSE POSITIVE,0.96,132.05,1.28,2.35,2370,49.16,2271,296,6032,4.15,1.37,293.17,37.84,12.74
FALSE POSITIVE,0.56,131.97,0.56,1.27,75.3,1.9,3049,23.3,5445,3.78,2.12,291.87,38.41,13.76
FALSE POSITIVE,1.99,132.89,1.07,4.04,69400,45.85,1435,1186,6024,4.52,0.9,296,39,14.99
FALSE POSITIVE,2.22,131.9,0.25,2.62,279,34.14,4454,10.5,4996,2.35,20.85,291.86,37.07,12.55
FALSE POSITIVE,0.54,131.98,0.11,1.28,88.3,0.94,2238,16.3,5875,4.48,1,291.4,37.68,14.66
FALSE POSITIVE,0.74,131.82,0.53,4.2,482,2.09,1818,86.2,5271,4.44,0.94,292.69,37.77,15.14
FALSE POSITIVE,8.39,139.03,0.34,1.19,134,1.1,921,9.2,5892,4.39,0.94,300.19,44.64,14.13
FALSE POSITIVE,352.71,251.19,0.33,2.9,1660,3.75,261,9.6,6112,4.51,0.91,296.82,44.86,15.67
FALSE POSITIVE,0.53,131.9,0.56,2.15,19.9,1.87,4893,8.9,6894,3.48,4.03,299.25,44.86,11.24
FALSE POSITIVE,1.41,132.7,0.19,2.29,56.8,0.74,1578,9.5,5470,4.37,0.99,294.95,45.21,14.84
FALSE POSITIVE,0.81,132.21,0.66,0.84,39.3,0.83,2403,7.4,6636,4.35,1.24,287.9,45.42,13.51
FALSE POSITIVE,8.49,176.93,0.75,3.22,119,1.23,969,19.5,6134,4.4,1.04,280.88,47.56,13.3
FALSE POSITIVE,1.63,181.86,1.19,3.82,359,24.87,1750,7.4,6283,4.37,1.09,296.94,44.16,12.18
FALSE POSITIVE,6.63,134.17,1.25,22.98,919,85.25,1719,160.1,6487,3.7,2.82,295.74,38.86,12.84
FALSE POSITIVE,1.51,132.99,0.56,3.11,66.9,0.8,1562,41.9,5607,4.38,0.95,293.77,45.09,12.9
FALSE POSITIVE,43.14,132.3,1.18,61.73,283,37.88,706,30.5,6198,4.07,1.77,291.92,37.32,14.76
FALSE POSITIVE,3.38,132.93,0.09,7.63,441,117.25,6037,16.6,3974,1.06,59.44,296.08,47.28,12.8
FALSE POSITIVE,0.66,131.69,1.1,7.11,567,16.81,2497,77.7,6520,4.38,1.22,298.14,47.26,15.67
FALSE POSITIVE,384.1,418.67,0.02,12.55,100,1.63,330,8.7,5884,3.98,1.63,295.94,39.85,12.58
FALSE POSITIVE,333.72,336.79,0.09,4.82,420,3.53,362,3.1,6045,3.96,1.72,295.54,40.41,13.44
FALSE POSITIVE,322.51,350.36,0.91,20.69,350,2.11,257,13.7,5708,4.47,0.93,298.89,40.44,14.01
FALSE POSITIVE,373.87,186.67,0.25,16.78,383,2.19,279,10.3,5846,4.26,1.12,283.57,40.87,13.68
FALSE POSITIVE,171.05,293.03,0.39,2.44,731,32.31,827,9.8,4932,2.7,12.05,296.42,40.89,12.77
FALSE POSITIVE,0.8,132,1.27,6.61,4930,34.7,1816,251.4,5568,4.49,0.88,298.53,40.86,14.34
FALSE POSITIVE,345.77,320.38,0.39,15.38,213,2.5,336,12.3,5845,4.02,1.7,282.21,47.58,11.15
FALSE POSITIVE,350.34,184.81,0.01,16.97,1360,2.5,202,16.4,5188,4.64,0.69,291.75,47.55,15.9
FALSE POSITIVE,363.97,198.98,1.39,5.7,1970,40.48,231,8.5,5648,4.56,0.84,298.69,47.51,14.98
FALSE POSITIVE,395.24,186.54,0.63,18.49,1300,3.17,225,13.4,5648,4.56,0.84,298.69,47.51,14.98
FALSE POSITIVE,385.97,315.62,0.44,12.17,162,1.72,325,10.8,6732,4.27,1.32,287.82,47.69,13.16
FALSE POSITIVE,89.67,183.04,0.32,3.73,1420,78.77,1364,7,4742,2.1,21.29,299.41,47.62,12.39
FALSE POSITIVE,2.18,132.69,1.21,4.27,1320,4633.66,9791,147.7,3198,0.05,162.73,292.32,39.3,11.3
FALSE POSITIVE,9.4,134.89,0.02,2.79,316,23.61,2309,9.8,4597,2.42,13.87,293.28,39.39,10.59
FALSE POSITIVE,1.31,132.11,0.35,5.15,481000,83.16,2095,2019.4,6600,4.24,1.12,294.99,39.64,13.24
FALSE POSITIVE,25.71,156.64,0.43,10.97,465000,67.11,579,2008.1,5642,4.5,0.9,297.98,39.89,13.59
FALSE POSITIVE,20,134.82,1,5,13100,21.57,746,796.5,6373,4.44,1.05,298.22,39.96,13.72
FALSE POSITIVE,0.64,131.98,0.04,0.8,172,1.48,2358,40.3,6161,4.36,1.11,292.88,38.07,13.79
FALSE POSITIVE,7.05,132.75,0.86,2.69,151,1.1,817,9.4,5496,4.59,0.78,290.08,38.4,15.13
FALSE POSITIVE,494.17,472.04,0.41,2.24,1440,4.5,265,7.4,6392,4.4,1.16,291.51,38.37,15.4
FALSE POSITIVE,0.61,131.93,0.14,2.84,288,1.35,1805,15.7,5296,4.58,0.82,293.76,46.23,16.68
FALSE POSITIVE,7.03,134.66,0.1,2.85,81.6,0.92,974,8.7,5977,4.47,1.02,291.99,46.52,14.27
FALSE POSITIVE,19.23,132.59,0.7,4.68,116,1.97,970,8.1,6654,4.11,1.71,294.47,46.59,14.43
CONFIRMED,1.87,133.79,0.79,0.43,1120,0.66,455,56.9,3292,5.22,0.15,292.22,44.62,15.92
FALSE POSITIVE,3,132.78,1.18,6.17,223,65.37,2195,45.6,6106,3.63,3.09,299.13,41.59,13.17
FALSE POSITIVE,0.78,133.38,0.1,0.78,352,1.55,1705,28.2,5435,4.58,0.82,294.13,39.98,15.48
CONFIRMED,31,143.29,0.15,5.25,645,2.72,616,22.1,6090,4.45,1.07,291.27,42.1,15.9
FALSE POSITIVE,1.21,131.74,0.63,3.6,31.7,1.18,2599,20.3,6532,3.96,1.99,283.66,47.4,13.2
FALSE POSITIVE,366.75,308.31,0.66,12.45,419,2.35,281,9.1,6136,4.37,1.09,291.47,47.47,15.22
FALSE POSITIVE,0.93,131.53,0.46,4.64,226,0.18,433,9.3,2661,5.28,0.12,292.11,47.45,13.81
FALSE POSITIVE,0.73,132.17,0.75,2.21,58.6,0.84,2082,25.1,6046,4.48,1.01,280.9,47.53,13.59
FALSE POSITIVE,317.99,393.03,0.41,7.28,719,2.22,241,8.4,5665,4.57,0.82,292.97,40.95,15.18
FALSE POSITIVE,432.97,173.27,0.19,10.85,866,1.64,151,10,4403,4.7,0.58,286.24,41.02,15.85
FALSE POSITIVE,614.39,332.5,0.11,9.31,289,2.43,269,10.2,6228,4.19,1.43,292.07,41.04,13.54
FALSE POSITIVE,238.56,273.24,0.73,11.9,260,5.75,568,16.4,6565,3.57,3.31,297.45,41.01,13
FALSE POSITIVE,334.87,426.28,1.17,35.42,388,47.48,408,19.1,6122,3.81,2.35,284.43,47.74,13.38
FALSE POSITIVE,370.24,307.33,1.24,31.46,1270,29.24,270,20.5,6296,4.48,0.97,291.29,47.94,15.59
FALSE POSITIVE,1.67,131.79,0.38,2.71,94,79.51,8986,8.9,3940,0.76,84.46,293.58,48.01,11.71
FALSE POSITIVE,288.68,143.84,0.72,9.2,243,0.96,172,10.8,4326,4.67,0.58,298.99,48.08,13.15
FALSE POSITIVE,307.95,316.02,0.97,15,11300,76.66,492,16.5,4878,3.08,4.46,297.23,48.22,14.09
FALSE POSITIVE,277.25,400.04,0.93,8.74,1520,5.02,304,15.3,6046,4.36,1.05,284.74,48.34,12.35
FALSE POSITIVE,1.56,132.37,0.71,3.42,240000,45.91,1223,459.9,4926,4.55,0.75,286.66,40.03,13.87
FALSE POSITIVE,8.65,134.3,0.7,1.27,207,0.85,493,8.9,3929,4.71,0.55,289.09,40.02,15.11
FALSE POSITIVE,2.5,131.68,0.1,7.59,20.4,0.48,1486,4.5,6305,4.42,1.05,286.28,40.27,15.04
FALSE POSITIVE,1.29,132,0.22,3.64,32.3,2.18,2945,20.3,5216,3.29,3.87,291.05,40.45,12.48
FALSE POSITIVE,3.46,131.81,0.32,5.24,316000,86.12,1603,6009,6526,4.18,1.48,295.49,40.41,13.59
FALSE POSITIVE,0.85,131.62,0.42,2.03,67.9,0.85,1840,9.1,5403,4.39,1.03,293.1,38.34,15.25
FALSE POSITIVE,0.78,132.04,0.05,1.29,396,1.72,1882,25.8,5861,4.55,0.87,292.67,38.59,15.83
FALSE POSITIVE,358.96,295.99,0.42,23.49,671,2.37,242,12.1,5743,4.53,0.9,291.2,38.79,15.39
FALSE POSITIVE,358.97,295.83,0.15,21.71,808,2.7,263,13.3,6117,4.5,0.95,291.23,38.77,15.36
CONFIRMED,7.77,138.07,0.35,3.69,218,1.35,841,23.6,5447,4.48,0.92,293.3,41.52,14.8
FALSE POSITIVE,2.4,131.68,0.97,7.49,409,4.69,1958,147.1,6426,4.01,1.78,293.21,46.18,13.47
FALSE POSITIVE,0.94,132.98,0.93,1.19,462,2.29,1608,46.2,5237,4.48,0.84,293.07,38.04,14.83
FALSE POSITIVE,22.32,134.45,0.97,3.67,1300,4.56,611,29.9,5648,4.49,0.91,292.63,45.57,15.61
FALSE POSITIVE,375.41,364.49,0.53,11.44,87.3,4.48,858,15.3,11357,3.67,4.53,284.34,47.55,10.25
FALSE POSITIVE,2.18,132.03,0.53,1.65,61.7,0.78,1421,10.4,6014,4.49,0.96,288.62,47.56,14.36
FALSE POSITIVE,0.93,132.47,0.26,4.16,39.6,0.64,1993,10.5,6223,4.46,1.01,292.13,47.56,15.19
FALSE POSITIVE,0.93,132.46,0.29,2.58,18.9,0.48,2097,8.4,6367,4.42,1.09,292.15,47.56,13.69
FALSE POSITIVE,213.2,309.94,0.21,15.4,697,1.91,221,12.9,4594,4.56,0.75,290.22,41.25,15.6
FALSE POSITIVE,77.77,168.84,0.56,2.29,433,15.03,955,7.7,4763,2.69,7.07,290.72,41.25,12.39
FALSE POSITIVE,381.78,241.12,1.2,4.52,368,55.75,384,8.6,6056,3.82,2.29,292.19,41.31,12.43
FALSE POSITIVE,354.79,434.39,0.45,12.62,81,0.47,134,9.2,3778,4.74,0.52,293.96,41.32,10.07
FALSE POSITIVE,235.54,191.28,0.01,8.93,299,2.13,316,9.2,5533,4.24,1.26,284.93,41.45,14.49
FALSE POSITIVE,115.28,219.61,0.39,11.39,415,2.05,374,9.5,5780,4.44,1,298.19,48.69,13.65
FALSE POSITIVE,293.39,308.66,0.54,15.23,94.9,1.35,347,13.4,6392,4.21,1.34,284.79,49.13,11.1
FALSE POSITIVE,677.56,214.24,0.54,10.53,631,2.24,190,8.5,5511,4.48,0.87,290.48,49.2,15.72
FALSE POSITIVE,371.21,307.67,0.36,19.95,720,2.55,259,12.9,6106,4.5,0.94,288.81,49.36,15.4
FALSE POSITIVE,190.78,213.66,0.09,4.07,1390,71.66,989,9.5,5013,2.39,19.81,292.74,49.33,13.72
FALSE POSITIVE,5.27,136.18,0.43,2.78,294000,37.93,693,553,4348,4.6,0.68,295.76,40.62,15.95
FALSE POSITIVE,0.76,131.82,0.52,3.37,76.7,0.19,680,13.4,3256,5.07,0.21,284.33,40.74,15.24
FALSE POSITIVE,11.03,131.72,0.44,12.81,430000,164.02,1294,2585.5,6047,3.72,2.3,295.44,40.84,12.11
FALSE POSITIVE,5.06,133.71,3.4,13.89,663000,302.18,908,1602.7,5375,4.53,0.75,292.35,41.32,15
FALSE POSITIVE,58.87,153.91,0,17.49,226000,76.18,679,106.8,7078,4.19,1.57,295.49,39.11,14.05
FALSE POSITIVE,0.69,131.86,0.09,1.44,130,8.73,4748,14.4,4643,2.6,7.91,297.33,39.45,12.47
FALSE POSITIVE,472.07,310.77,0.39,5.76,253,2.01,268,6.4,6186,4.36,1.25,293.73,39.51,14
CONFIRMED,57.69,139.93,0.92,5.12,1630,5.14,512,30.2,6228,4.44,1.05,293.29,42.2,15.89
CONFIRMED,12.9,144.32,0.55,3.28,412,1.49,545,21.2,4513,4.57,0.72,291.34,38.36,15.07
CONFIRMED,24.33,147.42,0.02,6.56,323,1.74,647,18.1,6091,4.49,0.97,296.89,44.37,15.37
CONFIRMED,0.98,133.32,0.05,1.97,81.4,1.49,2335,22.9,5825,4.05,1.66,285.4,49.99,13.84
CONFIRMED,48.43,141.46,0.85,4.03,886,2.78,396,17.3,4891,4.52,0.81,285.23,48.81,15.61
FALSE POSITIVE,0.93,132.45,0.08,3.84,98.1,0.79,1662,12.6,5628,4.58,0.81,292.08,47.61,15.96
FALSE POSITIVE,0.93,132.45,0.28,3.39,31.3,0.64,2126,9.9,6363,4.4,1.13,292.12,47.65,14.62
